seccion,grupo,ruta,ruta_color,alias,origen,destino,empresa,estado_de_la_ruta
anterior,Rutas 6200,6201,#6CE37F,La A,La Victoria,San Martín de Porres,Transportes y Servicios Lima Chorrillos S.A. (TRANSLICSA),Inactiva
anterior,Rutas 6300,6301,#F6FF00,La 10,Miraflores,San Juan de Lurigancho,Empresa de Transportes Ikarus S.A.,Inactiva
anterior,Rutas 6700,6701,#E80202,La 34,Miraflores,Chorrillos,Agrupación de Transportistas en Camionetas S.A. (ATCRSA),Inactiva
anterior,Rutas 6800,6801,#E80202,La D,Miraflores,Villa El Salvador,Agrupación de Transportistas en Camionetas S.A. (ATCRSA),Inactiva
anterior,Rutas 6800,6802,#0F7AB8,Ninguno,La Victoria,Pachacámac,Empresa de Transportes y Servicios Múltiples Santísimo Salvador S.A.,Inactiva
anterior,Rutas 6900,6901,#B8B097,Ninguno,San Borja,Callao,Empresa de Transportes Magdalena-San Miguel S.A. (ETRAMSMSA),Inactiva
anterior,Rutas 7100,7101,#FFD600,La 03,Chorrillos,Carabayllo,Empresa de Servicios Múltiples Fénix 2000 S.A.,Activa
anterior,Rutas 7100,7102,#FF1A12,La 39,Chorrillos,Carabayllo,Empresa de Transportes Señor de Los Milagros S.A. (ETSEMILSA),Inactiva
anterior,Rutas 7100,7103,#0011FF,La 35,Chorrillos,Carabayllo,"Empresa de Transportes, Servicios, Comercializadora, Importadora y Exportadora Machu Pichu S.A.",Activa
anterior,Rutas 7100,7104,#FFA500,La SR,Santiago de Surco,Carabayllo,Empresa de Transporte Sinchi Roca S.A. (ETSIRSA),Inactiva
anterior,Rutas 7200,7201,#5EC4AD,La 3B,Chorrillos,San Martín de Porres,Empresa de Transportes Villa Marina S.A. (ETVIMSA),Inactiva
anterior,Rutas 7200,7202,#F70707,La A,San Juan de Miraflores,San Martín de Porres,Empresa de Transportes San Juan de La Cruz S.A.C. / Transportes y Servicios Lima Chorrillos S.A. (TRANSLICSA),Inactiva
anterior,Rutas 7200,7203,#FFDD00,La R1,San Juan de Miraflores,Independencia,Trans. Norcom Corporation S.A.C. / Empresa de Transportes Nueva Jerusalén de La Rinconada S.A. (ENJERSA),Inactiva
anterior,Rutas 7200,7204,#FF640A,La P1,San Juan de Miraflores,San Martín de Porres,Empresa de Transportes y Servicios San Pedro de Pamplona S.A.,Activa
anterior,Rutas 7200,7205,#F5A300,La C,San Juan de Miraflores,San Martín de Porres,Empresa de Transportes y Servicios El Porvenir S.A.,Inactiva
anterior,Rutas 7300,7301,#FFCD00,La 08,Chorrillos,San Juan de Lurigancho,Empresa de Transporte Urbano Línea 4 S.A. (ETUL4SA),Inactiva
anterior,Rutas 7300,7302,#FF0303,La 31,Chorrillos,San Juan de Lurigancho,Empresa de Transportes y Servicios San Pedro S.A.,Inactiva
anterior,Rutas 7400,7401,#FF0505,,San Juan de Miraflores,Ate,Empresa de Transportes Primero de Noviembre S.A.,Inactiva
anterior,Rutas 7400,7402,#C4100A,,Chorrillos,Santa Anita,Empresa de Transportes y Servicios Múltiples San Genaro S.A. (ETSEMUSAGESA),Inactiva
anterior,Rutas 7400,7403,#00AAFF,,Chorrillos,Cieneguilla,Empresa de Servicio de Transportistas José Olaya S.A.C. (ESTJOSA),Activa
anterior,Rutas 7500,7501,#90333B,,Chorrillos,Jesús María,Empresa de Transportes Unidos S.A. (ETUSA),Activa
anterior,Rutas 7500,7502,#FFDFBF,,San Juan de Miraflores,Lima,Empresa de Transporte y Servicios Múltiples Star S.A.,Inactiva
anterior,Rutas 7500,7503,#FF0000,,Chorrillos,Lima,Empresa de Transportes Unidos Chama S.A.,Inactiva
anterior,Rutas 7500,7504,#00DB34,,San Juan de Miraflores,San Miguel,Empresa de Transportes La Unidad de Villa S.A.,Activa
anterior,Rutas 7500,7505,#7CFF0A,,Chorrillos,Lima,Servicios Generales y Transportes Renacimiento S.A. (SGTRENSA),Activa
anterior,Rutas 7500,7506,#0016A3,,San Juan de Miraflores,Magdalena del Mar,Empresa de Transportes Unidos Doce de Noviembre S.A. (ETUSA),Inactiva
anterior,Rutas 7600,7601,#E80202,,San Juan de Miraflores,Lince,Agrupación de Transportistas en Camionetas S.A. (ATCRSA),Activa
anterior,Rutas 7600,7602,#0016A3,,San Juan de Miraflores,Miraflores,Empresa de Transportes Unidos Doce de Noviembre S.A. (ETUSA),Inactiva
anterior,Rutas 7600,7603,#1E2C82,,Santiago de Surco,San Isidro,Empresa de Transportes Miraflores Monterrico S.A. (ETMIMSA),Inactiva
anterior,Rutas 7600,7604,#00AAFF,,Chorrillos,Miraflores,Empresa de Servicio de Transportistas José Olaya S.A.C. (ESTJOSA),Inactiva
anterior,Rutas 7600,7605,#C4100A,,Chorrillos,La Victoria,Empresa de Transportes y Servicios Múltiples San Genaro S.A. (ETSEMUSAGESA),Inactiva
anterior,Rutas 7600,7606,#E00202,,Chorrillos,San Isidro,Empresa de Transportes Unidos Chama S.A.,Activa
anterior,Rutas 7600,7607,#1465A3,,San Juan de Miraflores,La Victoria,Empresa de Transportes y Servicios Múltiples 160 S.A.C.,Activa
anterior,Rutas 7600,7608,#27C716,,San Juan de Miraflores,La Victoria,Empresa de Transportes Roosevelt S.A.,Inactiva
anterior,Rutas 7600,7609,#1FA112,,San Juan de Miraflores,La Victoria,Empresa de Transportes y Servicios Especiales Santa María S.A.C.,Inactiva
anterior,Rutas 7600,7610,#C4100A,,Chorrillos,La Victoria,Empresa de Transportes y Servicios Múltiples San Genaro S.A. (ETSEMUSAGESA),Activa
anterior,Rutas 7600,7611,#FF0505,,San Juan de Miraflores,La Victoria,Empresa de Transportes Primero de Noviembre S.A.,Inactiva
anterior,Rutas 7600,7612,#0F0F0F,,San Juan de Miraflores,San Isidro,Empresa de Transportes y Servicios Múltiples Sur Primero de Junio S.A.C. (ETPRIJUSAC),Activa
anterior,Rutas 7600,7613,#0016A3,,San Juan de Miraflores,Miraflores,Empresa de Transportes Unidos Doce de Noviembre S.A. (ETUSA),Activa
anterior,Rutas 7600,7614,#0DBD7C,,Chorrillos,Miraflores,Empresa de Transporte Servicios Turismo e Inversiones Norteamérica S.A.C.,Activa
anterior,Rutas 7700,7701,#157A82,,Chorrillos,Chorrillos,Translima S.A.,Activa
anterior,Rutas 7700,7702,#E61C1C,,Chorrillos,San Juan de Miraflores,Empresa de Transportes Turismo San Juanito S.A.,Activa
anterior,Rutas 7700,7703,#E61C1C,,San Juan de Miraflores,Chorrillos,Preferencial San Juanito S.A.C.,Activa
anterior,Rutas 7700,7704,#3C3431,,San Juan de Miraflores,Surquillo,Empresa de Transportes y Servicios Múltiples Sur Primero de Junio S.A.C. (ETPRIJUSAC),Inactiva
anterior,Rutas 7700,7705,#FF00FF,,San Juan de Miraflores,Chorrillos,Empresa de Transporte Tablada S.A. (EMTRATASA),Activa
anterior,Rutas 7700,7706,#0006B0,,Chorrillos,San Juan de Miraflores,Empresa de Transportes Unidos Doce de Noviembre S.A. (ETUSA),Activa
anterior,Rutas 7700,7707,#006911,,Chorrillos,San Juan de Miraflores,Empresa de Transportes Comercializadora e Importadora Mártir Olaya S.A. (ETCIMOSA),Activa
anterior,Rutas 7700,7708,#570707,,Chorrillos,San Juan de Miraflores,Empresa de Transportes y Servicios Múltiples San Genaro S.A. (ETSEMUSAGESA),Activa
anterior,Rutas 7700,7709,#00C92F,,Villa María del Triunfo,Chorrillos,Empresa de Transportes La Unidad de Villa S.A.,Activa
anterior,Rutas 7700,7710,#FFFFFF,,¿?,¿?,¿?,¿?
anterior,Rutas 7700,7711,#FF6600,,San Juan de Miraflores,Chorrillos,Transportes y Service Canadá S.A.,Inactiva
anterior,Rutas 7700,7795,#FFF1FF,,San Juan de Miraflores,San Juan de Miraflores,Transporte Inversiones Multiplicando Esperanzas S.A.C.,Inactiva
anterior,Rutas 7700,7799,#094213,,Chorrillos,Chorrillos,Empresa de Transportes y Servicios Múltiples San Genaro S.A. (ETSEMUSAGESA),Activa
anterior,Rutas 7800,7801,#EB0505,,San Juan de Miraflores,Villa el Salvador,Empresa de Transportes San Juan S.A.,Activa
anterior,Rutas 7800,7802,#EE0000,,San Juan de Miraflores,Villa María del Triunfo,Empresa de Transportes y Servicios San Pedro de Pamplona S.A.,Activa
anterior,Rutas 7800,7803,#E30E0E,,San Juan de Miraflores,Villa María del Triunfo,Empresa de Transportes San Juan S.A.,Activa
anterior,Rutas 7800,7804,#FFD608,,San Juan de Miraflores,Villa María del Triunfo,Empresa de Transportes Virtual Express S.A.,Activa
anterior,Rutas 7800,7805,#FF1F1F,,Chorrillos,Villa María del Triunfo,Empresa de Transportes Turismo San Juanito S.A.,Activa
anterior,Rutas 7800,7806,#68E000,,Chorrillos,Villa María del Triunfo,Empresa de Transportes La Unidad de Villa S.A.,Inactiva
anterior,Rutas 7800,7807,#FF3030,,San Juan de Miraflores,Villa el Salvador,Empresa de Transportes Imagen de Jesús S.A. (ETIMAJESA),Activa
anterior,Rutas 7800,7808,#19821C,,Chorrillos,Villa María del Triunfo,Empresa de Transportes Urbano Limatambo S.A.C. (ETULSAC),Inactiva
anterior,Rutas 7800,7809,#E01919,,Chorrillos,Villa María del Triunfo,Transportes Generales Peruanos S.A. (TRAGEPSA),Inactiva
anterior,Rutas 7800,7810,#0C38EB,,San Juan de Miraflores,San Juan de Miraflores,Líder Pamplona Alta S.A.,Inactiva
anterior,Rutas 7800,7811,#0A30C9,,San Juan de Miraflores,Villa El Salvador,Líder Pamplona Alta S.A.,Activa
anterior,Rutas 7800,7896,#FFFFF1,,San Juan de Miraflores,Villa María del Triunfo,Empresa de Transportes y Servicios Múltiples Torres del Mirador S.A.C.,Inactiva
anterior,Rutas 8100,8101,#A62999,,Pachacámac,Carabayllo,Empresa de Transportes Palmari S.A.,Inactiva
anterior,Rutas 8100,8102,#2C6632,,Pachacámac,Carabayllo,Empresa de Transportes Salamanca Parral S.A. (ETSPSA),Activa
anterior,Rutas 8100,8103,#00B8FF,,Villa El Salvador,Puente Piedra,Empresa de Transportes Urbano Los Chinos S.A. (ETUCHISA),Inactiva
anterior,Rutas 8100,8104,#E30000,,Villa El Salvador,Carabayllo,Grupo Express del Perú S.A.C. (GEP) / Empresa de Transportes Multiservicios Importadora y Exportadora San Francisco de Asís de Los Olivos S.A. (ETSAFRASA),Activa
anterior,Rutas 8100,8105,#D10F0F,,Villa El Salvador,Carabayllo,Empresa de Transportes y Servicios El Rápido S.A. / Grupo Empresarial El Rápido S.A.,Activa
anterior,Rutas 8100,8106,#00B8FF,,Pachacámac,Puente Piedra,Empresa de Servicios Múltiples Nuevo Perú S.A.,Inactiva
anterior,Rutas 8100,8107,#091080,,Villa El Salvador,Carabayllo,San Felipe Express S.A.,Activa
anterior,Rutas 8100,8108,#00B8FF,,Villa El Salvador,Puente Piedra,Empresa de Servicios Múltiples El Cóndor S.A.C. / Empresa de Transportes Urbano Los Chinos S.A. (ETUCHISA),Activa
anterior,Rutas 8100,8109,#39913C,,Pachacámac,Ancón,Empresa de Transportes y Servicios Virgen de la Puerta S.A. (VIPUSA),Activa
anterior,Rutas 8100,8110 ​,#00B8FF,,Lurín,Carabayllo,Empresa de Transportes Roluesa S.A.C.,Activa
anterior,Rutas 8100,8111 ​,#0BB8FF,,Pachacámac,Ancón,Empresa de Servicios Múltiples Nuevo Perú S.A.,Activa
anterior,Rutas 8100,8112 ​ ​ ​ ​,#D90000,,Villa El Salvador,Carabayllo,Trans. Norcom Corporation S.A.C. / Rápido Transurbano S.A.C. / Grupo Empresarial El Rápido S.A.,Activa
anterior,Rutas 8200,8201,#ACCB56,,Pachacámac,San Martín de Porres,Empresa de Transportes Unidos de Pasajeros S.A. (ETUPSA),Activa
anterior,Rutas 8200,8202,#0561FF,,Lurín,Independencia,Empresa de Transportes de Servicio Rápido Ramiro Prialé Prialé S.A. (ETRAPSA),Desierta (inactiva)
anterior,Rutas 8200,8203,#13EDED,,Pachacámac,Los Olivos,Empresa de Transportes Roluesa S.A.C. ​,Inactiva
anterior,Rutas 8200,8204,#FFE710,,Villa María del Triunfo,San Martín de Porres,Empresa de Transportes Sur Express S.A.,Inactiva
anterior,Rutas 8200,8205,#A89574,,Villa María del Triunfo,San Martín de Porres,Empresa de Servicio Especial de Transporte San Judas Tadeo S.A.,Inactiva
anterior,Rutas 8200,8206,#E3C634,,Villa María Del Triunfo,San Martin de Porres,Empresa de Transportes Urbano El Paraíso S.A. (ETUPSA),Inactiva
anterior,Rutas 8200,8207,#FFF825,,Villa El Salvador,Rímac,Empresa de Transportes y Servicios Múltiples Real de Villa S.A. (ETSEMURVSA),Inactiva
anterior,Rutas 8200,8208,#D2B18B,,Pachacámac,San Martin de Porres,Real Star del Perú S.A.C.,Inactiva
anterior,Rutas 8200,8209,#00B8FF,,Villa María Del Triunfo,San Martin de Porres,Empresa de Transportes Simón Bolívar S.A. (ETSIBOSA),Activa ​
anterior,Rutas 8200,8210,#39913C,,Pachacámac,Ancón,Empresa de Transportes y Servicios Virgen de la Puerta S.A. (VIPUSA),Inactiva
anterior,Rutas 8200,8211,#00EABB,,Villa María del Triunfo,San Martín de Porres,Empresa de Transportes Sur Express S.A.,Activa
anterior,Rutas 8200,8212,#00B8FF,,Pachacámac,San Martin de Porres,Real Star del Perú S.A.C.,Activa ​
anterior,Rutas 8200,8213,#276913,,Villa María del Triunfo,San Martin de Porres,Empresa de Transportes Esfuerzos Unidos S.A. (ETEUSA),Inactiva
anterior,Rutas 8200,8214,#FF8F1F,,Villa María del Triunfo,San Martin de Porres,Empresa de Transportes y Servicios Salvador S.A.C. (ETSSSAC),Activa
anterior,Rutas 8200,8215,#DF3322,,Pachacámac,San Martin de Porres,Empresa de Transportes Unidos Chama S.A.,Inactiva
anterior,Rutas 8300,8301 / TVE25,#DF3322,,Villa María del Triunfo,San Juan de Lurigancho,Empresa de Transportes Unidos Chama S.A.,Inactiva
anterior,Rutas 8300,8302 / CH24,#FFFF1C,,Villa El Salvador,San Juan de Lurigancho,Empresa de Transportes Luis Banchero Rossi S.A. (LUBARSA),Activa
anterior,Rutas 8300,8303,#0CB7F2,,Villa María del Triunfo,San Juan de Lurigancho,Empresa de Servicios Múltiples Los Laureles de Lurín S.A. (ETMULLSA),Inactiva
anterior,Rutas 8300,8304,#276913,,Villa María del Triunfo,San Martín de Porres,Empresa de Transportes Esfuerzos Unidos S.A. (ETEUSA),Inactiva
anterior,Rutas 8300,8305,#FF8F1F,,Villa María del Triunfo,San Martín de Porres,Empresa de Transportes y Servicios Salvador S.A.C. (ETSSSAC),Inactiva
anterior,Rutas 8300,8306,#7C47A1,,Villa El Salvador,San Juan de Lurigancho,Empresa de Transportes Santo Cristo de Pachacamilla S.A. (ETRASCPSA),Activa
anterior,Rutas 8300,8307,#E3C634,,Villa María Del Triunfo,San Juan de Lurigancho,Empresa de Transportes Urbano el Paraiso S.A. (ETUPSA) / Empresa de Transporte Urbano Línea 4 S.A. (ETUL4SA),Inactiva
anterior,Rutas 8300,8308 ​ ​,#E3B03F,,Lurín,San Juan de Lurigancho,Empresa de Transporte Urbano Línea 4 S.A. (ETUL4SA),Activa
anterior,Rutas 8400,8401,#FFA200,,Lurín,Cieneguilla,Empresa de Transportes y Servicios 18 de Enero S.A. (ETSDESA),Activa
anterior,Rutas 8400,8402,#05C5FF,,Pachacámac,Ate,Empresa de Servicios Múltiples Los Laureles de Manchay S.A.C.,Activa
anterior,Rutas 8400,8403,#F4F78F,,Villa María del Triunfo,Ate,Empresa de Transportes Luis Banchero Rossi S.A. (LUBARSA),Activa
anterior,Rutas 8400,8404,#E3B03F,,Villa María del Triunfo,Huaycán,Empresa de Transporte Urbano Línea 4 S.A. (ETUL4SA),Activa
anterior,Rutas 8400,8405,#0C5700,,Villa El Salvador,Huaycán,Empresa de Servicios de Transporte Santa Catalina S.A. (ESTSACASA),Inactiva
anterior,Rutas 8400,8406,#E3B03F,,Lurín,Lurigancho/Chosica,Empresa de Transporte Urbano Línea 4 S.A.(ETUL4SA),Activa
anterior,Rutas 8500,8501,#FFD817,,Villa El Salvador,San Miguel,Empresa de Transportes Rápido Universal S.A.C. (TRUSAC),Inactiva
anterior,Rutas 8500,8502,#0C00B3,,Villa María del Triunfo,Lima,Empresa de Transportes y Servicios San Juan 108 S.A. (ETCOSA),Activa
anterior,Rutas 8500,8503,#179AFF,,Villa María del Triunfo,Lima,Red Lima Móvil S.A.,Activa
anterior,Rutas 8500,8504,#3D2D1D,,San Bartolo,San Miguel,Empresa de Transportes y Servicios San José S.A. (ETSAJOSA),Activa
anterior,Rutas 8500,8505,#731515,,Pachacámac,Breña,Empresa de Transportes y Servicios Guadulfo Silva Carvajal S.A. (ETGUSICSA),Activa
anterior,Rutas 8500,8506,#E6DBB8,,Pachacámac,Lima,Empresa de Servicio Especial de Transporte San Judas Tadeo S.A.,Activa
anterior,Rutas 8500,8507,#FFEFC7,,Villa María del Triunfo,San Miguel,Empresa de Servicio Especial de Transporte San Judas Tadeo S.A.,Activa
anterior,Rutas 8500,8508,#FBFBFB,,Pucusana,Lima,Royal Express S.A.,Activa
anterior,Rutas 8500,8509,#00EEFF,,Villa El Salvador,Los Olivos,Empresa de Transportes y Servicios Salvador S.A.C. (ETSSSAC),Inactiva
anterior,Rutas 8500,8510,#660000,,San Bartolo,San Miguel,Empresa de Transportes y Servicios Guadulfo Silva Carbajal S.A. (ETGUSICSA),Activa
anterior,Rutas 8500,8511,#660000,,Pucusana,San Miguel,Empresa de Transportes y Servicios Guadulfo Silva Carbajal S.A. (ETGUSICSA),Activa
anterior,Rutas 8500,8512,#68D608,,Chorrillos,Lima,Servicios Generales y Transportes Renacimiento S.A. (SGTRENSA),Inactiva
anterior,Rutas 8500,8513,#59D3FF,,Villa El Salvador,Lima,Empresa de Transportes Montenegro S.A.C. (ETMOSAC),Activa ​
anterior,Rutas 8500,8514 ​,#ACCB56,,Villa María del Triunfo,Jesús María,Empresa de Transportes Unidos de Pasajeros S.A. (ETUPSA),Inactiva
anterior,Rutas 8500,8515,#27C716,,Villa María del Triunfo,Lima,Empresa de Transportes Capitales Peruanos S.A. (ETCAPESA),Inactiva
anterior,Rutas 8500,8516,#E3B03F,,Lurín,Lima,Empresa de Transportes Urbano Línea 4 S.A. (ETUL4SA),Inactiva
anterior,Rutas 8500,8517,#DF3322,,Pachacámac,Lima,Empresa de Transportes Unidos Chama S.A.,Inactiva
anterior,Rutas 8500,8518,#FF0F0F,,Villa El Salvador,San Miguel,Empresa de Transportes Las Águilas 75 S.A. (ETLA75SA),Inactiva
anterior,Rutas 8500,8519,#0C5700,,Villa María del Triunfo,Lima,Empresa de Servicios de Transporte Santa Catalina S.A. (ESTSACASA),Inactiva
anterior,Rutas 8500,8520,#0C5700,,Villa el Salvador,Lima,Empresa de Servicios de Transporte Santa Catalina S.A. (ESTSACASA),Activa
anterior,Rutas 8500,8521,#D91212,,Villa El Salvador,San Miguel,Transportes Huáscar S.A.,Activa
anterior,Rutas 8500,8522,#297013,,Villa María del Triunfo,Jesús María,Empresa de Transportes Especial Solidaridad S.A. (EMTESSA),Inactiva
anterior,Rutas 8500,8523,#276913,,Villa María del Triunfo,Lima,Empresa de Transportes Esfuerzos Unidos S.A. (ETEUSA),Activa
anterior,Rutas 8500,8524,#FF0000,,Pachacámac,Lima,Empresa de Transportes Unidos Chama S.A.,Activa
anterior,Rutas 8500,8525,#ACCB56,,Villa María del Triunfo,Lima,Empresa de Transportes Unidos de Pasajeros S.A. (ETUPSA),Activa
anterior,Rutas 8600,8601,#297013,,Villa María del Triunfo,Miraflores,Empresa de Transportes Especial Solidaridad S.A. (EMTESSA),Inactiva
anterior,Rutas 8600,8602,#21CBD1,,Pachacámac,La Victoria,Red Lima Móvil S.A.,Activa
anterior,Rutas 8600,8603,#929C98,,Pachacámac,La Victoria,Empresa de Transportes y Turismo Santa Rosa de Manchay S.A. (ETTSROMSA),Inactiva
anterior,Rutas 8600,8604,#009FE3,,Villa María del Triunfo,Miraflores,Translima S.A.,Activa
anterior,Rutas 8600,8605,#0008FF,,Villa El Salvador,San Isidro,Empresa de Transportes y Servicios Los Ángeles del Perú S.A.C. (ETRAPERSAC),Activa
anterior,Rutas 8600,8606,#ACCB56,,Villa María del Triunfo,Lince,Empresa de Transportes Unidos de Pasajeros S.A. (ETUPSA),Inactiva
anterior,Rutas 8600,8607,#FFFAFA,,Villa María del Triunfo,Lince,Empresa de Transportes El Paraíso S.A.,Inactiva
anterior,Rutas 8600,8608,#FFFCFC,,Villa María del Triunfo,Lince,Empresa de Transportes y Servicios Especiales 10 de Enero S.A.,Inactiva
anterior,Rutas 8600,8609,#FFF700,,Villa María del Triunfo,Lince,Empresa de Transportes y Servicios Especiales Carmelitas 2001 S.A.C.,Inactiva
anterior,Rutas 8600,8610,#D6CF00,,Villa El Salvador,Miraflores,Empresa de Transporte y Servicios Múltiples Real de Villa S.A.C. (ETSEMURVSAC),Inactiva
anterior,Rutas 8600,8611,#0006B8,,Lurín,Miraflores,Empresa de Transportes Express Pachacámac S.A. (ETEPSA),Activa
anterior,Rutas 8600,8612,#FFFF00,,Pachacámac,Miraflores,Empresa de Transportes Edilberto Ramos S.A.C. (ETERSAC),Activa
anterior,Rutas 8600,8613,#0014C7,,Punta Negra,Chorrillos,Empresa de Transportes Turismo El Márquez S.A.,Activa
anterior,Rutas 8600,8614,#FFCB3D,,Villa María del Triunfo,Miraflores,Empresa de Transportes Tablada 2000 S.A. (ETTADOSA),Activa
anterior,Rutas 8600,8615,#0D72B5,,Pachacámac,La Victoria,Empresa de Servicios Múltiples Nuevo Perú S.A.,Activa
anterior,Rutas 8600,8616,#FF1414,,Villa María del Triunfo,Miraflores,Comunicación Integral Turismo e Inversiones Urano Tours S.A.,Activa
anterior,Rutas 8600,8617,#E80202,,Villa El Salvador,Miraflores,Agrupación de Transportistas en Camionetas S.A. (ATCRSA),Activa
anterior,Rutas 8600,8618,#D6B618,,Pachacámac,La Victoria,Real Star del Perú S.A.C.,Inactiva (proyectada y reflotada en un futuro cercano).
anterior,Rutas 8600,8619,#27C716,,Villa El Salvador,La Victoria,Consorcio Línea 3 S.A.C.,Activa
anterior,Rutas 8600,8620,#FF0000,,Villa María del Triunfo,Lince,Empresa de Transportes Unidos Chama S.A.,Inactiva
anterior,Rutas 8600,8621,#FFFF00,,Villa El Salvador,La Victoria,Lapso S.A.,Activa
anterior,Rutas 8600,8622,#D91212,,Villa El Salvador,La Victoria,Transportes Huáscar S.A.,Inactiva
anterior,Rutas 8600,8623,#B80000,,Villa El Salvador,La Victoria,Empresa de Transportes y Servicios Arco Iris S.A. (ETSAISA),Inactiva
anterior,Rutas 8600,8624,#F4F78F,,Villa María del Triunfo,La Victoria,Empresa de Transportes Luis Banchero Rossi S.A. (LUBARSA),Inactiva
anterior,Rutas 8600,8625,#ACCB56,,Villa María del Triunfo,Lince,Empresa de Transportes Unidos de Pasajeros S.A. (ETUPSA),Inactiva
anterior,Rutas 8600,8626,#DF3322,,Pachacámac,Miraflores,Empresa de Transportes Unidos Chama S.A.,Activa
anterior,Rutas 8600,8627,#E3B03F,,Lurín,San Isidro,Empresa de Transportes Urbano Línea 4 S.A. (ETUL4SA),Inactiva
anterior,Rutas 8700,8701,#281CD6,,Pachacámac,San Juan de Miraflores,Transporte e Inversiones Roshedi S.A.C.,Activa
anterior,Rutas 8700,8702,#FFD324,,Punta Hermosa,San Juan de Miraflores,Empresa de Transportes y Servicios Virgencita de Pachacamac S.A. (VIPASA),Activa
anterior,Rutas 8700,8703,#FFB12B,,Villa María del Triunfo,Surquillo,Empresa de Transportes Expreso Tablada Y Asociados S.A.C.,Activa
anterior,Rutas 8700,8704,#0DE7FF,,Villa María del Triunfo,Surquillo,Empresa de Transportes Purca Gabriel Cora Cora S.A.,Activa
anterior,Rutas 8700,8705,#FFF700,,Villa El Salvador,San Juan de Miraflores,Empresa de Transportes 13 de Junio S.A.,Inactiva
anterior,Rutas 8700,8706,#FF0000,,Villa María del Triunfo,Chorrillos,Empresa de Transportes Turismo San Juanito S.A.,Activa
anterior,Rutas 8700,8707,#FF4912,,Villa María del Triunfo,Chorrillos,Preferencial San Juanito S.A.C.,Activa
anterior,Rutas 8700,8708,#FF1919,,Villa María del Triunfo,Chorrillos,Empresa de Transportes Unión San Juanito S.A.,Activa
anterior,Rutas 8700,8709,#21AD06,,Villa María del Triunfo,San Juan de Miraflores,Empresa de Transportes Esfuerzos Unidos S.A. (ETEUSA),Activa
anterior,Rutas 8700,8710,#19821C,,Villa María del Triunfo,Surquillo,Empresa de Transportes Urbano Limatambo S.A.C. (ETULSAC),Inactiva
anterior,Rutas 8700,8711,#398F00,,Lurín,Surquillo,Villa Alejandro S.A.,Activa
anterior,Rutas 8700,8712,#00DE34,,Villa María del Triunfo,Chorrillos,Empresa de Transportes La Unidad de Villa S.A.,Activa
anterior,Rutas 8700,8713,#0D00C2,,Villa El Salvador,Santiago de Surco,Empresa de Transportes Veintiséis de Marzo S.A.,Inactiva
anterior,Rutas 8700,8714,#FF0505,,Lurín,Surquillo,Empresa de Transportes y Servicios Múltiples Esmirla Zevallos S.A.,Activa
anterior,Rutas 8700,8715,#FFD89E,,Lurín,Surquillo,Empresa de Transportes Milagrosa Virgen del Carmen de Lurín S.A.,Activa
anterior,Rutas 8700,8716,#FFFF12,,Villa María del Triunfo,Chorrillos,Empresa de Transportes José Gálvez S.A. (ETJGSA),Activa
anterior,Rutas 8700,8717,#215741,,Pachacámac,Chorrillos,Empresa de Transportes Kid Galahad S.A.,Activa
anterior,Rutas 8700,8718,#F700FF,,Pachacámac,San Juan de Miraflores,Inversiones y Servicios Novoa S.A.C.,Activa
anterior,Rutas 8700,8719,#D6CF00,,Villa El Salvador,San Juan de Miraflores,Empresa de Transporte y Servicios Múltiples Real de Villa S.A.C. (ETSEMURVSAC),Inactiva
anterior,Rutas 8700,8720,#FF8CF7,,Lurín,San Juan de Miraflores,Empresa de Transportes y Servicios Múltiples Talia S.A.C. (EMTRATASAC) ​,Activa
anterior,Rutas 8700,8721,#FFF700,,Pachacámac,Chorrillos,Empresa de Transportes La Unidad de Villa S.A.,Inactiva
anterior,Rutas 8700,8722,#FFFF12,,Villa María del Triunfo,Chorrillos,Empresa de Transportes José Gálvez S.A. (ETJGSA),Activa
anterior,Rutas 8700,8723,#FF5500,,Villa El Salvador,San Juan de Miraflores,Empresa de Transportes Trabajadores Coraje S.A.,Activa
anterior,Rutas 8700,8724,#00DE34,,Villa María del Triunfo,Chorrillos,Empresa de Transportes La Unidad de Villa S.A.,Activa
anterior,Rutas 8700,8725,#D6CF00,,Villa El Salvador,San Juan de Miraflores,Empresa de Transporte y Servicios Múltiples Real de Villa S.A.C. (ETSEMURVSAC),Inactiva
anterior,Rutas 8700,8726,#0007D1,,Villa María del Triunfo,Chorrillos,Empresa de Transportes Urbano Mariátegui S.A. (ETUMSA),Activa
anterior,Rutas 8700,8727,#BED223,,Villa María del Triunfo,Chorrillos,Empresa de Transportes Corazón Valiente S.A. (ETRACOVASA),Activa
anterior,Rutas 8700,8728,#E81A1A,,Villa María del Triunfo,Chorrillos,Transportes Generales Peruanos S.A. (TRAGEPSA),Activa
anterior,Rutas 8700,8729,#68BCEB,,Pachacámac,Santiago de Surco ​,Carrocerías Rivera S.A.C.,Activa
anterior,Rutas 8800,8801,#001CCF,,San Bartolo,Lurín,Empresa de Transportes San Pedro de Lurín S.A. (EMTRANSAPEL),Activa
anterior,Rutas 8800,8802,#7A523D,,San Bartolo,Villa El Salvador,Empresa de Transportes y Servicios Santa Cruz de Punta Hermosa S.A. (ETRANSERVI),Activa
anterior,Rutas 8800,8803,#05096E,,Pachacámac,Pachacámac,Empresa de Transportes y Servicios San Juan de Dios S.A. (ETSAJUDSA),Activa
